Node ID,Article Type,Article Title,Article Url,Body Format,Migrating target?,Current Link,Correct Link
58,article,Rackspace Cloud Sites Essentials - MySQL Databases,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-mysql-databases,tinymce,Yes,http://www.rackspace.com/knowledge_center/product-page/cloud-sites,https://www.rackspace.com/knowledge_center/product-page/cloud-sites
58,article,Rackspace Cloud Sites Essentials - MySQL Databases,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-mysql-databases,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-phpmyadmin-database-management-interface,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-phpmyadmin-database-management-interface
68,article,Connecting to Linux from Windows by using PuTTY,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-going-from-windows-to-linux-using-putty,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-servers-0,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
68,article,Connecting to Linux from Windows by using PuTTY,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-going-from-windows-to-linux-using-putty,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-creating-a-cloud-server,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
68,article,Connecting to Linux from Windows by using PuTTY,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-going-from-windows-to-linux-using-putty,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/create-onmetal-cloud-servers,https://www.rackspace.com/knowledge_center/article/create-onmetal-cloud-servers
68,article,Connecting to Linux from Windows by using PuTTY,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-going-from-windows-to-linux-using-putty,tinymce,Yes,https://admin.rackspace.com/knowledge_center/article/connecting-to-linux-from-mac-os-x-by-using-terminal,https://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-mac-os-x-by-using-terminal
68,article,Connecting to Linux from Windows by using PuTTY,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-going-from-windows-to-linux-using-putty,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-mac-os-x-by-using-terminal,https://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-mac-os-x-by-using-terminal
69,article,Add impersonation to your ASP.NET cloud site,http://rackspace.com/knowledge_center/article/how-do-i-add-impersonation-to-my-aspnet-cloud-site,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-data-centers-and-regions,https://www.rackspace.com/knowledge_center/article/rackspace-data-centers-and-regions
69,article,Add impersonation to your ASP.NET cloud site,http://rackspace.com/knowledge_center/article/how-do-i-add-impersonation-to-my-aspnet-cloud-site,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rebuild-an-aspnet-application-in-cloud-sites,https://www.rackspace.com/knowledge_center/article/rebuild-an-aspnet-application-in-cloud-sites
78,article,Locate the Linux path for your Cloud Sites website,http://rackspace.com/knowledge_center/article/how-do-i-find-my-cloud-sites-websites-linux-path,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/locate-the-windows-path-for-your-cloud-sites-website,https://www.rackspace.com/knowledge_center/article/locate-the-windows-path-for-your-cloud-sites-website
84,article,Setting Up IMAP Or POP - Windows Mail,http://rackspace.com/knowledge_center/article/setting-up-imap-or-pop-windows-mail,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/imap-and-pop-mail-protocol-comparison,https://www.rackspace.com/knowledge_center/article/imap-and-pop-mail-protocol-comparison
89,article,PHP Sessions State Servers on Cloud Sites And How To Fix Non Working PHP Sessions,http://rackspace.com/knowledge_center/article/php-sessions-state-servers-on-cloud-sites-and-how-to-fix-non-working-php-sessions,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/locate-the-linux-path-for-your-cloud-sites-website,https://www.rackspace.com/knowledge_center/article/locate-the-linux-path-for-your-cloud-sites-website
100,article,Getting Started With Cloud Sites - Rackspace Nameservers and Creating Custom Nameservers,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-3-3-rackspace-nameservers-and-creating-custom-nameservers,tinymce,Yes,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites
100,article,Getting Started With Cloud Sites - Rackspace Nameservers and Creating Custom Nameservers,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-3-3-rackspace-nameservers-and-creating-custom-nameservers,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-creating-sub-domains-andor-domain-aliases,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-creating-sub-domains-andor-domain-aliases
105,article,Simple load balancing with Apache,http://rackspace.com/knowledge_center/article/simple-load-balancing-with-apache,tinymce,Yes,http://www.rackspace.com/knowledge_center/getting-started/cloud-load-balancers,https://www.rackspace.com/knowledge_center/getting-started/cloud-load-balancers
117,article,Supported SSL certificates on Cloud Sites,http://rackspace.com/knowledge_center/article/what-kinds-of-ssl-certificates-can-be-installed-on-cloud-sites,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-configuring-ssl-on-your-websites,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-configuring-ssl-on-your-websites
125,article,Installing CakePHP on Cloud Sites,http://rackspace.com/knowledge_center/article/installing-cakephp-on-cloud-sites,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/change-your-sites-default-technology,https://www.rackspace.com/knowledge_center/article/change-your-sites-default-technology
125,article,Installing CakePHP on Cloud Sites,http://rackspace.com/knowledge_center/article/installing-cakephp-on-cloud-sites,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-mysql-databases,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-mysql-databases
125,article,Installing CakePHP on Cloud Sites,http://rackspace.com/knowledge_center/article/installing-cakephp-on-cloud-sites,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-uploading-your-content,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-uploading-your-content
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://admin.rackspace.com/knowledge_center/node/127/revisions/27345/view#ssl_purchase,403
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://admin.rackspace.com/knowledge_center/node/127/revisions/27345/view#install_ssl,403
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://admin.rackspace.com/knowledge_center/node/127/revisions/27345/view#ssl_install,403
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://admin.rackspace.com/knowledge_center/index.php/How_do_I_force_SSL_on_my_PHP_site,https://www.rackspace.com/knowledge_center/article/force-ssl-on-your-php-site
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,https://admin.rackspace.com/knowledge_center/index.php/How_do_I_force_SSL_on_my_ASP.NET_site,https://www.rackspace.com/knowledge_center/article/force-ssl-on-your-asp-or-aspnet-site-on-cloud-sites
127,article,Getting started with Cloud Sites: Configuring SSL on your websites,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-first-48-6-3-configuring-ssl-on-your-websites,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-ftpsshfsftp-clients,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-ftpsshfsftp-clients
130,article,Modified Medium Trust on Cloud Sites,http://rackspace.com/knowledge_center/article/modified-medium-trust-on-cloud-sites,tinymce,Yes,/knowledge_center/index.php/DotNetNuke,https://www.rackspace.com/knowledge_center/article/install-dotnetnuke-on-cloud-sites
134,article,Rackspace Cloud Sites Essentials - PHPmyAdmin Database Management Interface,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-phpmyadmin-database-management-interface,tinymce,Yes,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites
134,article,Rackspace Cloud Sites Essentials - PHPmyAdmin Database Management Interface,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-phpmyadmin-database-management-interface,tinymce,Yes,/knowledge_center/index.php/Working_with_a_MSSQL_database,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-mylittleadmin-database-management-interface
134,article,Rackspace Cloud Sites Essentials - PHPmyAdmin Database Management Interface,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-phpmyadmin-database-management-interface,tinymce,Yes,//www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-mssql-databases,404
135,article,Rackspace Cloud Essentials - CentOS - Installing vsftpd,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-5-centos-installing-vsftpd,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-servers-0,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
135,article,Rackspace Cloud Essentials - CentOS - Installing vsftpd,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-5-centos-installing-vsftpd,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-centos-configuring-a-user-in-vsftpd,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-centos-configuring-a-user-in-vsftpd
145,article,Ubuntu 9.04 - iRedMail Installation,http://rackspace.com/knowledge_center/article/ubuntu-904-iredmail-installation,tinymce,Yes,/knowledge_center/index.php/DNS_-_Creating_a_Reverse_DNS_Record,https://www.rackspace.com/knowledge_center/article/create-a-reverse-dns-record-0
145,article,Ubuntu 9.04 - iRedMail Installation,http://rackspace.com/knowledge_center/article/ubuntu-904-iredmail-installation,tinymce,Yes,/knowledge_center/index.php?title=User:Kkoehn&amp;action=edit&amp;redlink=1,https://www.rackspace.com/knowledge_center/?title=User%3AKkoehn&amp%3Baction=edit&amp%3Bredlink=1
236,article,Back up data with Cloud Files,http://rackspace.com/knowledge_center/article/how-can-i-use-cloud-files-for-data-backup,tinymce,Yes,http://www.rackspace.com/knowledge_center/node/2157,https://www.rackspace.com/knowledge_center/article/multi-region-support-in-cloud-files
249,article,Sample Ruby Application for Cloud Files,http://rackspace.com/knowledge_center/article/sample-ruby-application-for-cloud-files,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/view-and-reset-your-api-key,https://www.rackspace.com/knowledge_center/article/view-and-reset-your-api-key
252,article,Serve static content for websites by using Cloud Files,http://rackspace.com/knowledge_center/article/use-cloud-files-to-serve-static-content-for-websites,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/configuring-rackspace-cloud-files-with-cyberduck,https://www.rackspace.com/knowledge_center/article/configuring-rackspace-cloud-files-with-cyberduck
268,article,Basic Cloud Server Security,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-basic-cloud-server-security,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-servers-0,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
268,article,Basic Cloud Server Security,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-basic-cloud-server-security,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console
268,article,Basic Cloud Server Security,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-basic-cloud-server-security,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/generating-rsa-keys-with-ssh-puttygen,https://www.rackspace.com/knowledge_center/article/generating-rsa-keys-with-ssh-puttygen
268,article,Basic Cloud Server Security,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-3-basic-cloud-server-security,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console
274,article,Rackspace Cloud Essentials - CentOS - Configuring a user in vsftpd,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-5-centos-configuring-a-user-in-vsftpd,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-servers-0,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
274,article,Rackspace Cloud Essentials - CentOS - Configuring a user in vsftpd,http://rackspace.com/knowledge_center/article/rackspace-cloud-essentials-5-centos-configuring-a-user-in-vsftpd,tinymce,Yes,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-servers-0#dnsDomainMGMT,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
345,article,Generate a CSR with OpenSSL,http://rackspace.com/knowledge_center/article/generate-a-csr-with-openssl,markdown_w_tinymce,Yes,/knowledge_center/article/create-an-ssl-csr-in-the-rackspace-cloud-control-panel,https://www.rackspace.com/knowledge_center/article/create-a-csr-in-the-cloud-control-panel
345,article,Generate a CSR with OpenSSL,http://rackspace.com/knowledge_center/article/generate-a-csr-with-openssl,markdown_w_tinymce,Yes,"/knowledge_center/index.php/Installing_an_SSL_certificate ""Installing an SSL certificate""",404
350,article,Getting Started on a Windows Cloud Server,http://rackspace.com/knowledge_center/article/getting-started-on-a-windows-cloud-server,tinymce,Yes,http://www.rackspace.com/knowledge_center/product-articles/cloud-servers,https://www.rackspace.com/knowledge_center/product-articles/cloud-servers
360,article,Installing an SSL certificate on Apache,http://rackspace.com/knowledge_center/article/installing-an-ssl-certificate-on-apache,tinymce,Yes,/knowledge_center/index.php/Generate_a_CSR,https://www.rackspace.com/knowledge_center/article/generate-a-csr-with-openssl
361,article,Installing fwbuilder,http://rackspace.com/knowledge_center/article/installing-fwbuilder,tinymce,Yes,/knowledge_center/index.php/General_Package_Installation_Guidelines,https://www.rackspace.com/knowledge_center/article/general-package-installation-guidelines
361,article,Installing fwbuilder,http://rackspace.com/knowledge_center/article/installing-fwbuilder,tinymce,Yes,/knowledge_center/index.php/VNC_Install,https://www.rackspace.com/knowledge_center/article/vnc-install
368,article,Log in to your server via RDP (Windows),http://rackspace.com/knowledge_center/article/logging-in-to-your-server-via-rdp-windows,tinymce,No,https://www.rackspace.com/knowledge_center/getting-started/cloud-servers,https://www.rackspace.com/knowledge_center/article/cloud-servers-0
389,article,Migrating a Linux Server From the Command Line ,http://rackspace.com/knowledge_center/article/migrating-a-linux-server-from-the-command-line-stage-3,full_html,Yes,/knowledge_center/node/3295,https://www.rackspace.com/knowledge_center/article/rescue-mode
390,article,Migrating your Drupal database to Cloud Servers,http://rackspace.com/knowledge_center/article/migrating-your-drupal-database-to-cloud-servers,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-2-creating-a-cloud-server,https://www.rackspace.com/knowledge_center/article/create-a-cloud-server
390,article,Migrating your Drupal database to Cloud Servers,http://rackspace.com/knowledge_center/article/migrating-your-drupal-database-to-cloud-servers,tinymce,Yes,/knowledge_center/index.php/Logging_in_via_Putty,https://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-windows-by-using-putty
412,article,Basic settings in the Postfix main.cf file,http://rackspace.com/knowledge_center/article/postfix-basic-settings-in-maincf,tinymce,No,/knowledge_center/node/413,https://www.rackspace.com/knowledge_center/article/creating-dns-records-and-receiving-emails-via-postfix
418,article,Preparing the Cloud Server to be a Mail Server,http://rackspace.com/knowledge_center/article/preparing-the-cloud-server-to-be-a-mail-server,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-dns-additional-resources,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-dns-additional-resources
418,article,Preparing the Cloud Server to be a Mail Server,http://rackspace.com/knowledge_center/article/preparing-the-cloud-server-to-be-a-mail-server,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/create-a-reverse-dns-record-0,https://www.rackspace.com/knowledge_center/article/create-a-reverse-dns-record-0
425,article,"SSH - ""REMOTE HOST IDENTIFICATION HAS CHANGED""",http://rackspace.com/knowledge_center/article/ssh-remote-host-identification-has-changed,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server%E2%80%99s-ssh-host-fingerprint-with-the-web-console,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console
426,article,Generating RSA Keys With SSH - PuTTYgen,http://rackspace.com/knowledge_center/article/ssh-puttygen,full_html,Yes,http://www.rackspace.com/knowledge_center/article/logging-in-with-a-ssh-private-key-on-windows,https://www.rackspace.com/knowledge_center/article/logging-in-with-an-ssh-private-key-on-windows
426,article,Generating RSA Keys With SSH - PuTTYgen,http://rackspace.com/knowledge_center/article/ssh-puttygen,full_html,Yes,http://www.rackspace.com/knowledge_center/article/connecting-to-a-server-using-ssh-on-linux-or-mac-os,https://www.rackspace.com/knowledge_center/article/connecting-to-a-server-using-ssh-on-linux-or-mac-os
433,article,Connecting to a server using SSH on Linux or Mac OS,http://rackspace.com/knowledge_center/article/secure-shell-ssh,full_html,Yes,http://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-windows-by-using-putty,https://www.rackspace.com/knowledge_center/article/connecting-to-linux-from-windows-by-using-putty
433,article,Connecting to a server using SSH on Linux or Mac OS,http://rackspace.com/knowledge_center/article/secure-shell-ssh,full_html,Yes,http://www.rackspace.com/knowledge_center/article/generating-rsa-keys-with-ssh-puttygen,https://www.rackspace.com/knowledge_center/article/generating-rsa-keys-with-ssh-puttygen
433,article,Connecting to a server using SSH on Linux or Mac OS,http://rackspace.com/knowledge_center/article/secure-shell-ssh,full_html,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server%E2%80%99s-ssh-host-fingerprint-with-the-web-console,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-essentials-checking-a-server-s-ssh-host-fingerprint-with-the-web-console
433,article,Connecting to a server using SSH on Linux or Mac OS,http://rackspace.com/knowledge_center/article/secure-shell-ssh,full_html,Yes,http://www.rackspace.com/knowledge_center/article/basic-cloud-server-security,https://www.rackspace.com/knowledge_center/article/basic-cloud-server-security
439,article,Setting up a Mail Relay,http://rackspace.com/knowledge_center/article/setting-up-a-mail-relay,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/introduction-to-mailgun-email-automation,https://www.rackspace.com/knowledge_center/article/introduction-to-mailgun-email-automation
514,article,Cloud Servers with Managed Operations support for Windows,http://rackspace.com/knowledge_center/article/managed-cloud-windows-spheres-of-support,markdown_w_tinymce,Yes,http://www.rackspace.com/knowledge_center/article/cloud-servers-with-managed-operations-support-for-linux,https://www.rackspace.com/knowledge_center/article/cloud-servers-with-managed-operations-support-for-linux
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,No,http://www.rackspace.com/knowledge_center/getting-started/cloud-servers,https://www.rackspace.com/knowledge_center/article/cloud-servers-0
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-on-a-windows-cloud-server,https://www.rackspace.com/knowledge_center/article/getting-started-on-a-windows-cloud-server
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,https://admin.rackspace.com/knowledge_center/article/cloud-servers-faqs,https://www.rackspace.com/knowledge_center/article/cloud-servers-faq
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/log-in-to-your-server-via-rdp-windows,https://www.rackspace.com/knowledge_center/article/log-in-to-your-server-via-rdp-windows
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/preparing-data-disks-on-windows-cloud-servers,https://www.rackspace.com/knowledge_center/article/preparing-data-disks-on-windows-cloud-servers
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/creating-and-configuring-a-user-in-mssql,https://www.rackspace.com/knowledge_center/article/creating-and-configuring-a-user-in-mssql
515,article,Windows overview,http://rackspace.com/knowledge_center/article/windows-template,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/installing-active-directory-domain-services-on-windows-server-2008-r2-enterprise-64-bit,https://www.rackspace.com/knowledge_center/article/installing-active-directory-domain-services-on-windows-server-2008-r2-enterprise-64-bit
520,article,Rackspace Cloud Sites Essentials - MSSQL Databases,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-mssql-databases,tinymce,Yes,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites,https://www.rackspace.com/knowledge_center/getting-started/cloud-sites
520,article,Rackspace Cloud Sites Essentials - MSSQL Databases,http://rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-4-mssql-databases,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-cloud-sites-technologies,https://www.rackspace.com/knowledge_center/article/rackspace-cloud-sites-essentials-cloud-sites-technologies
532,article,Creating a PHP Site for a Cloud Sites main account,http://rackspace.com/knowledge_center/article/creating-a-php-site-for-a-cloud-sites-main-account,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-how-to-add-a-new-website,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-how-to-add-a-new-website
532,article,Creating a PHP Site for a Cloud Sites main account,http://rackspace.com/knowledge_center/article/creating-a-php-site-for-a-cloud-sites-main-account,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/enabling-raw-logging-for-a-cloud-sites-website,https://www.rackspace.com/knowledge_center/article/enabling-raw-logging-for-a-cloud-sites-website
532,article,Creating a PHP Site for a Cloud Sites main account,http://rackspace.com/knowledge_center/article/creating-a-php-site-for-a-cloud-sites-main-account,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-uploading-your-content,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-uploading-your-content
532,article,Creating a PHP Site for a Cloud Sites main account,http://rackspace.com/knowledge_center/article/creating-a-php-site-for-a-cloud-sites-main-account,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/using-a-staging-url,https://www.rackspace.com/knowledge_center/article/using-a-staging-url
533,article,Creating a Simple ASP.NET site for the main Cloud Sites account,http://rackspace.com/knowledge_center/article/creating-a-simple-aspnet-site-for-the-main-cloud-sites-account,tinymce,Yes,http://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-how-to-add-a-new-website,https://www.rackspace.com/knowledge_center/article/getting-started-with-cloud-sites-how-to-add-a-new-website
